address_raw,rooms_raw,area_raw,price_raw,title_raw,description_raw
"Rotbuchstrasse 9, 8006 Zürich",2 Zimmer,22m²,CHF 2’660.–,City Pop - Cosy Studio Apartments close to Zürich centre,"Neu eröffnet! Ab dem 20.04.2025 bieten wir zentral gelegene Apartments im Gebäude City Pop Zurich Urban an der Rotbuchstrasse 9, 8006 Zürich an, die zwischen 27 und 34 Quadratmeter groß sind. Ab 425 CHF/Woche können Sie aus verschiedenen Pop-Typen wählen: L Deluxe, XL Deluxe, XXL.Die beigefügten Bilder stammen aus anderen City Pop Apartments und sind als repräsentativ zu betrachten. Die Möblierung ist gleich, das Layout könnte variieren.Diese möblierten Apartments bieten ein authentisches Wohnerlebnis. Da die Bauarbeiten noch im Gange sind, stehen uns noch keine Originalfotos zur Verfügung.So buchen Sie Ihr Apartment:Laden Sie einfach unsere App herunter: • Für iOS: Suchen Sie nach City Pop im App Store. • Für Android: Suchen Sie nach City Pop im Google Play Store. Nach der Installation der App erstellen Sie ein Konto und navigieren Sie zum Suchbereich. Folgen Sie diesen Schritten: • Wählen Sie ""Suchen und Jetzt Buchen!"" • Wählen Sie Zürich als Ihre Stadt. • Setzen Sie Ihre gewünschten Check-in- und Check-out-Daten. Die Apartments sind vollständig ausgestattet, einschließlich: • Küche, Wohnzimmer, Schlafzimmer und Bad. • Vollständiges Inventar für die Küche (Teller, Gläser, Töpfe usw.). • Schlafbereich und Bad (mit Handtuchset). • Nebenkosten inklusive. • Wi-Fi und Smart TV. Die Pop Apartments können für einen Mindestzeitraum von 4 Wochen gebucht werden. Zudem wird eine breite Palette von Standard- und Zusatzdiensten verfügbar sein, die über die City Pop App aktiviert werden können, darunter: • Reinigungsservice (wöchentlich, zweiwöchentlich). • Waschbereich. Das Gebäude wird auch über fantastische Gemeinschaftsräume verfügen, darunter: • Co-Living-Bereiche. • Co-working Bereiche. Es ist so einfach wie ein Hotelzimmer zu buchen! Die Reservierungen sind jetzt geöffnet! Worauf warten Sie noch? Buchen Sie jetzt Ihren Aufenthalt im City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zürich!Wenn Sie Fragen haben oder weitere Informationen benötigen, zögern Sie bitte nicht, uns unter contact.ch@citypop.com zu kontaktieren. Unser Team steht Ihnen gerne zur Verfügung.Bitte Beachte: Die Bilder stammen aus anderen bereits betriebenen City Pop Apartments. Das Layout bleibt jedoch unverändert, da sich die Apartments derzeit in der Endfertigungsphase befinden.__________________________________________________________________ENGCity Pop Zurich Urban - The flexible solution for short and long stays that makes you feel at home.Newly opened! Starting from April 20, 2025, we offer centrally located apartments at City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zurich, ranging from 27 to 34 square meters. From 425 CHF/week, you can choose from various Pop types: L Deluxe, XL Deluxe, XXL.The attached images are from other City Pop apartments and are to be considered representative. The furnishings are the same, but the layout may vary.These furnished apartments provide an authentic living experience. As construction is still ongoing, we do not yet have original photos.How to book your apartment:Simply download our app: • For iOS: Search for City Pop in the App Store. • For Android: Search for City Pop in the Google Play Store. Once the app is installed, create an account and navigate to the search section. Follow these steps: • Select ""Search and Book Now!"" • Choose Zurich as your city. • Set your desired check-in and check-out dates. The apartments are fully equipped, including: • Kitchen, living room, bedroom, and bathroom. • Complete kitchen inventory (plates, glasses, pots, etc.). • Sleeping area and bathroom (with towel set). • All utilities included. • Wi-Fi and Smart TV. Pop apartments can be booked for a minimum period of 4 weeks. Additionally, a wide range of standard and additional services will be available, activated via the City Pop app, including: • Cleaning service (weekly, bi-weekly). • Parking. The building will also feature fantastic communal spaces, including: • Co-living areas. • Co-working areas. It’s as simple as booking a hotel room! Reservations are now open! What are you waiting for? Book your stay at City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zurich, now!If you have any questions or need further information, please do not hesitate to contact us at contact.ch@citypop.com. Our team is here to assist you.Please note: The images are from other already operational City Pop apartments. However, the layout remains unchanged, as the apartments are currently in the final finishing phase."
"Militärstrasse 106, 8004 Zürich",2 Zimmer,40m²,CHF 3’140.–,City Pop - Cosy Studio Apartments just next to HB Zürich,"Neu eröffnet! Ab dem 20.03.2025 bieten wir zentral gelegene Apartments im Gebäude City Pop Zurich City an der Militarstrasse 206, 8004 Zürich an, die zwischen 29 und 46 Quadratmeter groß sind. Ab 500 CHF/Woche können Sie aus verschiedenen Pop-Typen wählen: S, M, L, 2.5.Die beigefügten Bilder stammen aus anderen City Pop Apartments und sind als repräsentativ zu betrachten. Die Möblierung ist gleich, das Layout könnte variieren.Diese möblierten Apartments bieten ein authentisches Wohnerlebnis. Da die Bauarbeiten noch im Gange sind, stehen uns noch keine Originalfotos zur Verfügung.So buchen Sie Ihr Apartment:Laden Sie einfach unsere App herunter: • Für iOS: Suchen Sie nach City Pop im App Store. • Für Android: Suchen Sie nach City Pop im Google Play Store. Nach der Installation der App erstellen Sie ein Konto und navigieren Sie zum Suchbereich. Folgen Sie diesen Schritten: • Wählen Sie ""Suchen und Jetzt Buchen!"" • Wählen Sie Zürich als Ihre Stadt. • Setzen Sie Ihre gewünschten Check-in- und Check-out-Daten. Die Apartments sind vollständig ausgestattet, einschließlich: • Küche, Wohnzimmer, Schlafzimmer und Bad. • Vollständiges Inventar für die Küche (Teller, Gläser, Töpfe usw.). • Schlafbereich und Bad (mit Handtuchset). • Nebenkosten inklusive. • Wi-Fi und Smart TV. Die Pop Apartments können für einen Mindestzeitraum von 4 Wochen gebucht werden. Zudem wird eine breite Palette von Standard- und Zusatzdiensten verfügbar sein, die über die City Pop App aktiviert werden können, darunter: • Reinigungsservice (wöchentlich, zweiwöchentlich). • Parkplatz. Das Gebäude wird auch über fantastische Gemeinschaftsräume verfügen, darunter: • Gym Es ist so einfach wie ein Hotelzimmer zu buchen! Die Reservierungen sind jetzt geöffnet! Worauf warten Sie noch? Buchen Sie jetzt Ihren Aufenthalt im City Pop Zurich City, Militarstrasse 206, 8004 Zürich!Wenn Sie Fragen haben oder weitere Informationen benötigen, zögern Sie bitte nicht, uns unter contact.ch@citypop.com zu kontaktieren. Unser Team steht Ihnen gerne zur Verfügung.Bitte beachte: Die Bilder stammen aus anderen bereits betriebenen City Pop Apartments. Das Layout bleibt jedoch unverändert, da sich die Apartments derzeit in der Endfertigungsphase befinden._________________________________________________________________ENGCity Pop Zurich City - The flexible solution for short and long stays that makes you feel at home.Newly opened! Starting from March 20, 2025, we offer centrally located apartments at City Pop Zurich City, Militarstrasse 206, 8004 Zurich, ranging from 29 to 46 square meters. From 500 CHF/week, you can choose from various Pop types: S, M, L, 2.5.The attached images are from other City Pop apartments and are to be considered representative. The furnishings are the same, but the layout may vary.These furnished apartments provide an authentic living experience. As construction is still ongoing, we do not yet have original photos.How to book your apartment:Simply download our app: • For iOS: Search for City Pop in the App Store. • For Android: Search for City Pop in the Google Play Store. Once the app is installed, create an account and navigate to the search section. Follow these steps: • Select ""Search and Book Now!"" • Choose Zurich as your city. • Set your desired check-in and check-out dates. The apartments are fully equipped, including: • Kitchen, living room, bedroom, and bathroom. • Complete kitchen inventory (plates, glasses, pots, etc.). • Sleeping area and bathroom (with towel set). • All utilities included. • Wi-Fi and Smart TV. Pop apartments can be booked for a minimum period of 4 weeks. Additionally, a wide range of standard and additional services will be available, activated via the City Pop app, including: • Cleaning service (weekly, bi-weekly). • Parking. The building will also feature fantastic communal spaces, including: • Gym It’s as simple as booking a hotel room! Reservations are now open! What are you waiting for? Book your stay at City Pop Zurich City, Militarstrasse 206, 8004 Zurich, now!If you have any questions or need further information, please do not hesitate to contact us at contact.ch@citypop.com. Our team is here to assist you.Please note: The images are from other already operational City Pop apartments. However, the layout remains unchanged, as the apartments are currently in the final finishing phase."
"Lindenbachstrasse 34, 8006 Zürich",5.5 Zimmer,N/A,CHF 5’790.–,Bijou zu vermieten,N/A
"Buchholzstrasse 19, 8053 Zürich",4.5 Zimmer,97m²,CHF 3’900.–,Erstvermietung Neubau: 4.5-Zimmer Wohnung im Wohnpark Buchholzstrasse,N/A
"Zeughausstrasse 3, 8004 Zürich",4.5 Zimmer,103m²,CHF 4’530.–,Erstbezug: Zwölf exklusive 4.5 Zimmer Wohnungen am HB,"Im Neubau an der Zeughausstrasse 3 vermieten wir per Juni 2025 zwölf exklusive 4.5 Zimmer Wohnungen im 1. - 3. Obergeschoss.Die Wohnungen bieten einen modernen Wohnkomfort und beeindrucken mit durchdachtem Grundriss sowie hochwertigen Materialien.Die Lage direkt beim Kasernenareal zeichnet sich durch ihre zentrale Anbindung und die Nähe zu zahlreichen Einkaufsmöglichkeiten, Restaurants und kulturellen Einrichtungen aus.Wir freuen uns auf Ihre Nachricht!"
"Hardturmstrasse, 8005 Zürich",10.5 Zimmer,250m²,CHF 6’880.–,N/A,N/A
"Kyburgstrasse 27, 8037 Zürich",4 Zimmer,120m²,CHF 5’030.–,N/A,N/A
"Heinrich-Wolff-Strasse 10, 8046 Zürich",8.5 Zimmer,230m²,CHF 6’320.–,Familienfreundliches Wohnen in urbaner Oase an sehr ruhiger Wohnlage!,N/A
"Bucheggstrasse 133, 8057 Zürich",4 Zimmer,120m²,CHF 5’160.–,Super ruhige 4-Zi-Whg in Zürich – Hochwertiger Ausbau und überraschende Ruhe an zentraler Lage,N/A
"Badenerstrasse 414, 8004 Zürich",5.5 Zimmer,150m²,CHF 4’070.–,Wohnung in Zürich,N/A
"Schindlerstrasse 5, 8006 Zürich",5.5 Zimmer,133m²,CHF 5’010.–,Helle und moderne Stadtwohnung an zentraler Lage,N/A
"Kanzleistrasse 3, 8004 Zürich",5.5 Zimmer,140m²,CHF 6’980.–,5.5 Zimmer Terrassenwohnung in Zürich,N/A
"Kügeliloostrasse 26, 8050 Zürich",6.5 Zimmer,170m²,CHF 4’800.–,Maisonette-Wohnung in Zürich,N/A
"Hegibachstrasse 51, 8032 Zürich",4 Zimmer,108m²,CHF 4’870.–,N/A,N/A
"Mythenquai 351, 8038 Zürich",6.5 Zimmer,170m²,CHF 8’540.–,6.5-Zimmerwohnung mit praktischem Grundriss in Zürich,N/A
"Katzenbachstrasse 239, 8052 Zürich",6.5 Zimmer,140m²,CHF 5’600.–,Katzenbachstrasse - Lassen Sie Ihre Wohnträume wahr werden,N/A
"Katzenbachstrasse 239, 8052 Zürich",5.5 Zimmer,140m²,CHF 4’410.–,Katzenbachstrasse - Lassen Sie Ihre Wohnträume wahr werden,N/A
"Rotbuchstrasse 9, 8006 Zürich",2 Zimmer,22m²,CHF 2’660.–,City Pop - Cosy Studio Apartments close to Zürich centre,"Neu eröffnet! Ab dem 20.04.2025 bieten wir zentral gelegene Apartments im Gebäude City Pop Zurich Urban an der Rotbuchstrasse 9, 8006 Zürich an, die zwischen 27 und 34 Quadratmeter groß sind. Ab 425 CHF/Woche können Sie aus verschiedenen Pop-Typen wählen: L Deluxe, XL Deluxe, XXL.Die beigefügten Bilder stammen aus anderen City Pop Apartments und sind als repräsentativ zu betrachten. Die Möblierung ist gleich, das Layout könnte variieren.Diese möblierten Apartments bieten ein authentisches Wohnerlebnis. Da die Bauarbeiten noch im Gange sind, stehen uns noch keine Originalfotos zur Verfügung.So buchen Sie Ihr Apartment:Laden Sie einfach unsere App herunter: • Für iOS: Suchen Sie nach City Pop im App Store. • Für Android: Suchen Sie nach City Pop im Google Play Store. Nach der Installation der App erstellen Sie ein Konto und navigieren Sie zum Suchbereich. Folgen Sie diesen Schritten: • Wählen Sie ""Suchen und Jetzt Buchen!"" • Wählen Sie Zürich als Ihre Stadt. • Setzen Sie Ihre gewünschten Check-in- und Check-out-Daten. Die Apartments sind vollständig ausgestattet, einschließlich: • Küche, Wohnzimmer, Schlafzimmer und Bad. • Vollständiges Inventar für die Küche (Teller, Gläser, Töpfe usw.). • Schlafbereich und Bad (mit Handtuchset). • Nebenkosten inklusive. • Wi-Fi und Smart TV. Die Pop Apartments können für einen Mindestzeitraum von 4 Wochen gebucht werden. Zudem wird eine breite Palette von Standard- und Zusatzdiensten verfügbar sein, die über die City Pop App aktiviert werden können, darunter: • Reinigungsservice (wöchentlich, zweiwöchentlich). • Waschraum Das Gebäude wird auch über fantastische Gemeinschaftsräume verfügen, darunter: • Co-Living-Bereiche. • Co-working Bereiche. • Terrace. Es ist so einfach wie ein Hotelzimmer zu buchen! Die Reservierungen sind jetzt geöffnet! Worauf warten Sie noch? Buchen Sie jetzt Ihren Aufenthalt im City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zürich!Wenn Sie Fragen haben oder weitere Informationen benötigen, zögern Sie bitte nicht, uns unter contact.ch@citypop.com zu kontaktieren. Unser Team steht Ihnen gerne zur Verfügung.Bitte Beachte: Die Bilder stammen aus anderen bereits betriebenen City Pop Apartments. Das Layout bleibt jedoch unverändert, da sich die Apartments derzeit in der Endfertigungsphase befinden.____________________________________________________________________ENGCity Pop Zurich Urban - The flexible solution for short and long stays that makes you feel at home.Newly opened! Starting from April 20, 2025, we offer centrally located apartments at City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zurich, ranging from 27 to 34 square meters. From 425 CHF/week, you can choose from various Pop types: L Deluxe, XL Deluxe, XXL.The attached images are from other City Pop apartments and are to be considered representative. The furnishings are the same, but the layout may vary.These furnished apartments provide an authentic living experience. As construction is still ongoing, we do not yet have original photos.How to book your apartment:Simply download our app: • For iOS: Search for City Pop in the App Store. • For Android: Search for City Pop in the Google Play Store. Once the app is installed, create an account and navigate to the search section. Follow these steps: • Select ""Search and Book Now!"" • Choose Zurich as your city. • Set your desired check-in and check-out dates. The apartments are fully equipped, including: • Kitchen, living room, bedroom, and bathroom. • Complete kitchen inventory (plates, glasses, pots, etc.). • Sleeping area and bathroom (with towel set). • All utilities included. • Wi-Fi and Smart TV. Pop apartments can be booked for a minimum period of 4 weeks. Additionally, a wide range of standard and additional services will be available, activated via the City Pop app, including: • Cleaning service (weekly, bi-weekly). • Laundry. The building will also feature fantastic communal spaces, including: • Co-living areas. • Co-working areas. It’s as simple as booking a hotel room! Reservations are now open! What are you waiting for? Book your stay at City Pop Zurich Urban, Rotbuchstrasse 9, 8006 Zurich, now!If you have any questions or need further information, please do not hesitate to contact us at contact.ch@citypop.com. Our team is here to assist you.Please note: The images are from other already operational City Pop apartments. However, the layout remains unchanged, as the apartments are currently in the final finishing phase."
"Kuttelgasse 2, 8001 Zürich",4.5 Zimmer,N/A,CHF 6’760.–,Möblierte 4.5-Zimmer-Wohnung (67m²) in historischem Gebäude im Herzen der Zürcher Altstadt,N/A
"Birmensdorferstrasse 389, 8055 Zürich",4.5 Zimmer,109m²,CHF 3’050.–,Wohnung in ruhigem Haus,N/A
"Hadlaubstrasse 130, 8006 Zürich",8.5 Zimmer,240m²,CHF 9’380.–,"Exklusive 8.5 Zimmer-Maisonette, mit Cheminée",N/A
"Hungerbergstrasse 7, 8046 Zürich",6.5 Zimmer,N/A,CHF 5’600.–,Erstbezug: Moderne 6.5-Zimmerwohnung am Stadtrand,N/A
"Kirchenfeld 55, 8052 Zürich",8.5 Zimmer,150m²,CHF 5’800.–,"Grosszügige, helle Wohnung inmitten von Seebach!",N/A
"Feldblumenweg 26, 8048 Zürich",4.5 Zimmer,96m²,CHF 3’500.–,N/A,N/A
"Feldblumenweg 24, 8048 Zürich",6.5 Zimmer,140m²,CHF 5’690.–,N/A,N/A
"Bellerivestrasse 24, 8008 Zürich",4 Zimmer,126m²,CHF 3’630.–,4 Zimmer Wohnung in Zürich,N/A
"Feldblumenweg 20, 8048 Zürich",6.5 Zimmer,140m²,CHF 5’500.–,N/A,N/A
"Katzenbachstrasse 239, 8052 Zürich",5.5 Zimmer,143m²,CHF 6’070.–,Attikawohnung mit grosszügiger Terrasse und Weitsicht,N/A
"Winzerstrasse 65, 8049 Zürich",4.5 Zimmer,92m²,CHF 3’760.–,Gemütliche Wohnung an idealer Lage!,N/A
"Spyriplatz, 8044 Zürich",3 Zimmer,94m²,CHF 2’880.–,3 Zimmer / 8044 Zürich,N/A
"Saatlenstrasse 30, 8051 Zürich",4.5 Zimmer,113m²,CHF 4’250.–,N/A,N/A
"Feldblumenweg 18, 8048 Zürich",5.5 Zimmer,125m²,CHF 4’370.–,N/A,N/A
"Billrothstr. 18, 8008 Zürich",6.5 Zimmer,140m²,CHF 8’430.–,"Exklusive, barrierefreie 6.5-Zi.-Wng mit hochwertiger Ausstattung in Schloss Neumünster, Zürich",N/A
"Billrothstr. 18, 8008 Zürich",6.5 Zimmer,150m²,CHF 9’890.–,"Exklusive, frisch renovierte, barrierefreie 6.5-Zi.-Wng möbliert in Schloss Neumünster, Zürich",N/A
"Müllerstrasse 57, 8004 Zürich",4.5 Zimmer,92m²,CHF 5’780.–,Zürich-Müllerstrasse - Luxuriöse Bijoux im Herzen von Zürich,"Erstbezug per sofort: Voll ausgestattete Bijoux-Apartments im Pariser Chic erleben Sie stilvolles Wohnen im Herzen von Zürich, nur wenige Schritte von der Bahnhofstrasse entfernt! First occupancy from now: Fully furnished bijoux apartments in Parisian chic experience stylish living in the heart of Zurich, just steps away from Bahnhofstrasse! Erleben Sie Wohnen im exklusiven Paris Style - voll ausgestattet, hochwertig möbliert und komplett ready to live. Perfekte Sauberkeit und eine neuwertige Übergabe sind garantiert! Die Anmietung ist unkompliziert und schnell - ganz ohne den Aufwand herkömmlicher Mietprozesse. Unser engagiertes Team sorgt für eine persönliche und exzellente Betreuung. Der angezeigte Preis umfasst sämtliche Kosten - keine versteckten Gebühren, volle Transparenz. Ausstattung: • Neubauwohnung oder umfassend renoviert • Komplett stilvoll möbliert • Voll ausgestattete Küche inkl. Geschirr und Besteck, Bettwäsche und Handtücher • Fernseher, Internet, Sonos-Lautsprecher • Hochwertiges Boxspringbett • Waschmaschine und Trockner • Nebenkosten inklusive elron club Services: Buchen Sie Ihre regelmässige Wohnungsreinigung und weitere attraktive Services bei uns im elron club. Profitieren Sie von spannenden Deals und Partnerangeboten. Co-Working Lounges: elron club Bewohner dürfen unsere Co-Working Lounges an den folgenden Standorten (weitere folgen) kostenlos nutzen: • Basel-Tower Münchenstein • Luzern-Tribschen In unseren Co-Working Lounges erwarten Sie zahlreiche Annehmlichkeiten wie professionelle Arbeitsplätze, Kaffeemaschinen, Druckerstationen und vieles mehr. Vertrags- und Mietdauer: • Die Mindestmietdauer beträgt 3 Monate, wobei der Vertrag unbefristet abgeschlossen wird. • Der angegebene Preis gilt für eine Mindestmietdauer von 14 Monaten. Bei kürzeren Vertragslaufzeiten erhöht sich der Mietpreis. Bitte beachten Sie Folgendes: • Eine Monatsmiete Kaution ist vor Mietbeginn zu hinterlegen. • Die Endreinigung ist grundsätzlich im Preis inbegriffen. • In der Miete sind Heiz-, Strom- und Nebenkosten enthalten. • Nach Abschluss der Buchung erhalten Sie den Mietvertrag zur Unterzeichnung und für Ihre Unterlagen. • Zahlungen erfolgen per Banküberweisung oder Kreditkarte. Mit elron club mieten Sie einfach, unkompliziert und schnell Ihr neues Apartment. Wir benötigen keine umfangreichen Unterlagen und wochenlange Bewerbungsprüfungen in den meisten Fällen reicht eine Passkopie! Bilder: Die Bilder stammen von der tatsächlichen Wohnung oder einer Wohnung in derselben Liegenschaft. Bei neuen Standorten kann es sich um Platzhalterbilder von anderen Standorten oder Visualisierungen handeln. Haben Sie noch Fragen? Gerne beraten wir Sie persönlich und bieten Ihnen einen unverbindlichen Besichtigungstermin an. Hinterlassen Sie uns Ihre Kontaktdaten im Kontaktformular. Wir freuen uns auf Sie! ------------------------------------------------------------------------------------------------------ Experience living in exclusive Paris Style fully equipped, elegantly furnished, and completely ready to live. Perfect cleanliness and a like-new handover are guaranteed! Renting is quick and hassle-free without the complications of traditional rental processes. Our dedicated team ensures exceptional and personalized service. The displayed price includes all costs no hidden fees, full transparency. Features: • Newly built apartment or comprehensively renovated • Fully furnished with style • Fully equipped kitchen, including dishes, cutlery, bed linen, and towels • TV, internet, Sonos speakers • Premium box spring bed • Washing machine and dryer • Utilities included elron club Services: Book your regular apartment cleaning and other attractive services with us at elron club. Benefit from exciting deals and partner offers. Co-Working Lounges: elron club residents can use our co-working lounges at the following locations (more to follow) free of charge: • Basel-Tower Münchenstein • Lucerne-Tribschen In our co-working lounges, youll find numerous amenities such as professional workstations, coffee machines, printer stations, and much more. Contract and rental duration: • The minimum rental period is 3 months, with the contract being open-ended. • The displayed price applies for a minimum rental period of 14 months. For shorter contract periods, the rental price increases. Please note the following: • A security deposit of one months rent must be made before the start of the rental period. • The final cleaning is included in the price. • Heating, electricity, and utility costs are included in the rent. • Once your booking is confirmed, you will receive the rental agreement for signing and your records. • Payments can be made via bank transfer or credit card. With elron club, renting your new apartment is simple, fast, and hassle-free. We do not require extensive documents or long application checks in most cases, a copy of your passport is sufficient! Images: The images show the actual apartment or a unit in the same building. For new projects, placeholder images from other locations or visualizations may be used. Do you have any questions? We are happy to advise you personally and offer you a non-binding viewing appointment. Please leave your contact details in the contact form. We look forward to hearing from you!"
"Regensdorferstrasse 70B, 8049 Zürich",4.5 Zimmer,145m²,CHF 4’890.–,Wohnung im Eigentumsstandard an bevorzugter Lage in Höngg,"Suchen Sie eine gemütliche Wohnung in einer gepflegten Umgebung? Dann haben wir das passende Objekt für Sie!Wir vermieten per sofort oder nach Vereinbarung diese neue moderne 4.5-Zimmerwohnung in Zürich Höngg (Erstbezug).Die wunderschöne Wohnung überzeugt durch Ihren hohen Ausbaustandard: • Lichtdurchflutetes Wohnzimmer mit grossen Fensterfronten • Grosszügige Küche mit modernen Küchengeräten sowie Kücheninsel • Schlafzimmer mit Designereinbauschrank sowie en Suite Badezimmer • Wintergarten, welcher als Homeofficeräumlichkeit genutzt werden kann (beheizt) • Eingangsbereich mit Einbauschrank/Gardarobe • Direkter Liftzugang zur Wohnung • Separates Gästebad • Reduit mit eigenem Waschturm • Kellerabteil im Untergeschoss • Gartenfläche von ca. 12 m2 • Balkon von ca. 10 m2 • Heller Eichenparkettboden in der ganzen Wohnung (ohne Nasszellen) • Smarthome und kontrollierte Wohnungslüftung Konditionen:Nettomietzins pro Monat CHF 3'220.00Nebenkosten akonto pro Monat CHF 250.00Bruttomietzins pro Monat CHF 3'470.00Ein Tiefgaragenparkplatz kann für CHF 200.00 pro Monat dazugemietet werden.Die ausgezeichnete Infrastruktur macht die Region Höngg zu einem attraktiven Wohnort. Ein gut ausgebautes Netz von öffentlichen Verkehrsmitteln und der nahegelegene Autobahnanschluss sorgen für eine optimale Verkehrsanbindung. In kurzer Gehdistanz erreichen Sie diverse Einkaufsmöglichkeiten.Haben wir Ihr Interesse geweckt? Gerne steht Ihnen Larissa Heer unter +41 44 250 44 21 bei Fragen oder für die Vereinbarung eines Besichtigungstermines zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!*Änderungen und Abweichungen gegenüber den publizierten Angaben sowie dem Baubeschrieb bleiben ausdrücklich ­vorbehalten.*"
"Birmensdorferstrasse 315, 8055 Zürich",5.5 Zimmer,140m²,CHF 5’790.–,Die letzten verfügbaren Wohnungen in The Corner - Unique living in Zürich,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. Die ausgeschriebene Wohnung 1.104 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zimmer 1 mit Bad en Suite und Ankleidenische • Gäste WC mit Walk-In Dusche • Waschmaschine und Tumbler in der Wohnung • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Sitzplatz mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich direkt online für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um Musterbilder aus anderen Wohnungen im The Corner handelt. Lediglich die Fotos 1.104 entsprechen der ausgeschriebenen Wohnung."
"Birmensdorferstrasse 313, 8055 Zürich",5.5 Zimmer,133m²,CHF 5’650.–,Die letzten verfügbaren Wohnungen in The Corner - Unique living in Zürich,"Erstvermietung von 69 Neubau-Stadtwohnungen An der Adresse Birmensdorferstrasse 313-317 / Ziegeleiweg 10-14 in 8055 Zürich entstehen 69 charmante Stadtwohnungen, welche gestaffelt ab Mitte März bis Mai 2025 bezugsbereit sein werden. Die ausgeschriebene Wohnung 1.109 bietet Ihnen folgende Vorteile: • Helle Räume • Freundlicher Eichen Parkettboden • Zimmer 1 mit Bad en Suite und Ankleidenische • Gäste WC mit Walk-In Dusche • Waschmaschine und Tumbler in der Wohnung • Küche mit Geschirrspüler, Kühlschrank mit Gefrierschubladen, Induktions-Kochfeld, Backofen und Steamer • Elektrische Verbundraffstoren • Sitzplatz mit Direktzugang in den Innenhof Klicken Sie sich durch die Projekthomepage, auf welcher Sie die Mietzinse, Grundrisspläne und weitere Informationen vorfinden: the-corner-zurich.ch Sie können sich ab sofort für die letzten 2.5 bis 5.5-Zimmerwohnungen digital über die Projektwebseite bewerben. Haben Sie Fragen? Zögern Sie nicht, uns zu kontaktieren. Wir nehmen uns gerne Zeit für Sie: thecorner@privera.ch Bitte beachten Sie, dass es sich bei den Visualisierungen und Wohnungstouren um verschiedene Wohnungen in The Corner handelt. Lediglich die Fotos 1.109 entsprechen der ausgeschriebenen Wohnung."
